2298,16:51:50:924,
2187,16:51:50:929,
3999,16:51:50:934,
2334,16:51:50:939,
2299,16:51:50:943,
2651,16:51:50:952,
2309,16:51:50:954,
2318,16:51:50:959,
2307,16:51:50:964,
2363,16:51:50:969,
2399,16:51:50:974,
2279,16:51:50:979,
2223,16:51:50:984,
2167,16:51:50:989,
2151,16:51:50:993,
2519,16:51:50:999,
2337,16:51:51:004,
2327,16:51:51:009,
2256,16:51:51:014,
2373,16:51:51:018,
2449,16:51:51:024,
2286,16:51:51:029,
2703,16:51:51:034,
2320,16:51:51:039,
2251,16:51:51:043,
2223,16:51:51:049,
2175,16:51:51:054,
2179,16:51:51:061,
2219,16:51:51:064,
2211,16:51:51:069,
2267,16:51:51:074,
2187,16:51:51:079,
2245,16:51:51:084,
2167,16:51:51:089,
2190,16:51:51:093,
2398,16:51:51:099,
2182,16:51:51:104,
2227,16:51:51:109,
2191,16:51:51:114,
2449,16:51:51:119,
2512,16:51:51:124,
2366,16:51:51:129,
2403,16:51:51:134,
2319,16:51:51:139,
2255,16:51:51:144,
2555,16:51:51:149,
2288,16:51:51:156,
2322,16:51:51:159,
2339,16:51:51:163,
2363,16:51:51:169,
2429,16:51:51:174,
2253,16:51:51:179,
2213,16:51:51:184,
2165,16:51:51:189,
2150,16:51:51:194,
2369,16:51:51:199,
2164,16:51:51:204,
2203,16:51:51:209,
2178,16:51:51:213,
2254,16:51:51:219,
2257,16:51:51:223,
2195,16:51:51:229,
2559,16:51:51:234,
2352,16:51:51:239,
2279,16:51:51:244,
2492,16:51:51:249,
2330,16:51:51:254,
2352,16:51:51:259,
2350,16:51:51:264,
2370,16:51:51:269,
2481,16:51:51:274,
2315,16:51:51:278,
2369,16:51:51:284,
2321,16:51:51:289,
2286,16:51:51:296,
2608,16:51:51:298,
2322,16:51:51:303,
2256,16:51:51:309,
2193,16:51:51:314,
2205,16:51:51:320,
2224,16:51:51:324,
2169,16:51:51:329,
2255,16:51:51:333,
2191,16:51:51:339,
2138,16:51:51:344,
2377,16:51:51:350,
2185,16:51:51:354,
2227,16:51:51:358,
2288,16:51:51:363,
2459,16:51:51:368,
2415,16:51:51:374,
2353,16:51:51:379,
2385,16:51:51:384,
2327,16:51:51:389,
2292,16:51:51:393,
2509,16:51:51:399,
2221,16:51:51:403,
2349,16:51:51:409,
2315,16:51:51:413,
2381,16:51:51:419,
2350,16:51:51:424,
2318,16:51:51:431,
2385,16:51:51:435,
2311,16:51:51:440,
2261,16:51:51:443,
2006,16:51:51:449,
2165,16:51:51:454,
2143,16:51:51:460,
2174,16:51:51:464,
2431,16:51:51:469,
2371,16:51:51:473,
2277,16:51:51:479,
2375,16:51:51:484,
2320,16:51:51:489,
2131,16:51:51:493,
2090,16:51:51:498,
2175,16:51:51:503,
2195,16:51:51:508,
2160,16:51:51:513,
2427,16:51:51:518,
2471,16:51:51:523,
2314,16:51:51:531,
2384,16:51:51:534,
2335,16:51:51:538,
2276,16:51:51:543,
2608,16:51:51:549,
2317,16:51:51:553,
2321,16:51:51:559,
2219,16:51:51:563,
2195,16:51:51:570,
2267,16:51:51:573,
2160,16:51:51:578,
2417,16:51:51:584,
2321,16:51:51:588,
2309,16:51:51:593,
2602,16:51:51:598,
2295,16:51:51:604,
2349,16:51:51:608,
2287,16:51:51:614,
2233,16:51:51:619,
2323,16:51:51:623,
2207,16:51:51:628,
3613,16:51:51:634,
2437,16:51:51:640,
2339,16:51:51:643,
2883,16:51:51:648,
2405,16:51:51:653,
2374,16:51:51:658,
2321,16:51:51:663,
2437,16:51:51:670,
2451,16:51:51:673,
2239,16:51:51:678,
2550,16:51:51:684,
2339,16:51:52:846,
2271,16:51:52:846,
1939,16:51:52:847,
2149,16:51:52:847,
2183,16:51:52:847,
2158,16:51:52:847,
2427,16:51:52:847,
