1264,18:49:29:532,
1272,18:49:29:537,
1823,18:49:29:542,
1355,18:49:29:551,
1350,18:49:29:552,
4095,18:49:29:557,
1420,18:49:29:562,
1440,18:49:29:567,
2765,18:49:29:572,
1713,18:49:29:577,
1413,18:49:29:582,
1278,18:49:29:587,
1841,18:49:29:592,
1558,18:49:29:597,
1441,18:49:29:602,
4095,18:49:29:607,
1578,18:49:29:612,
1405,18:49:29:617,
4087,18:49:29:622,
1651,18:49:29:627,
1378,18:49:29:634,
1380,18:49:29:637,
1718,18:49:29:642,
1346,18:49:29:647,
1286,18:49:29:652,
4095,18:49:29:657,
928,18:49:29:662,
1308,18:49:29:667,
4095,18:49:29:672,
1658,18:49:29:677,
1281,18:49:29:682,
1616,18:49:29:687,
3185,18:49:29:692,
1112,18:49:29:697,
1237,18:49:29:702,
4095,18:49:29:707,
1464,18:49:29:712,
1220,18:49:29:717,
3699,18:49:29:722,
1564,18:49:29:728,
1179,18:49:29:732,
1397,18:49:29:737,
2367,18:49:29:742,
1200,18:49:29:747,
1158,18:49:29:752,
4095,18:49:29:757,
256,18:49:29:762,
1124,18:49:29:767,
3423,18:49:29:774,
1072,18:49:29:777,
1168,18:49:29:782,
1184,18:49:29:787,
1989,18:49:29:792,
1200,18:49:29:797,
1183,18:49:29:802,
4095,18:49:29:807,
733,18:49:29:812,
1168,18:49:29:818,
3619,18:49:29:823,
1512,18:49:29:827,
1182,18:49:29:832,
1280,18:49:29:837,
2533,18:49:29:842,
1189,18:49:29:847,
1168,18:49:29:852,
4095,18:49:29:857,
416,18:49:29:862,
1138,18:49:29:868,
3775,18:49:29:872,
1519,18:49:29:877,
1152,18:49:29:882,
1366,18:49:29:887,
2551,18:49:29:892,
1157,18:49:29:897,
1131,18:49:29:902,
4095,18:49:29:907,
418,18:49:29:916,
1152,18:49:29:917,
3783,18:49:29:922,
982,18:49:29:927,
1113,18:49:29:932,
1354,18:49:29:937,
2487,18:49:29:942,
1152,18:49:29:947,
1139,18:49:29:952,
4095,18:49:29:957,
112,18:49:29:963,
1111,18:49:29:967,
3711,18:49:29:972,
1489,18:49:29:977,
1107,18:49:29:982,
1531,18:49:29:987,
2120,18:49:29:992,
1098,18:49:29:997,
1084,18:49:30:002,
4095,18:49:30:008,
1045,18:49:30:012,
1088,18:49:30:017,
3645,18:49:30:022,
1488,18:49:30:027,
1097,18:49:30:032,
1625,18:49:30:037,
1525,18:49:30:042,
1125,18:49:30:047,
1088,18:49:30:052,
4095,18:49:30:057,
0,18:49:30:062,
1104,18:49:30:067,
3703,18:49:30:072,
1475,18:49:30:077,
1105,18:49:30:082,
1643,18:49:30:087,
2673,18:49:30:092,
1137,18:49:30:097,
1088,18:49:30:102,
4095,18:49:30:107,
913,18:49:30:112,
1080,18:49:30:117,
3763,18:49:30:122,
1474,18:49:30:127,
1088,18:49:30:132,
1819,18:49:30:137,
3155,18:49:30:142,
1072,18:49:30:150,
1045,18:49:30:152,
4095,18:49:30:157,
1136,18:49:30:162,
1040,18:49:30:167,
3631,18:49:30:172,
1441,18:49:30:177,
1057,18:49:30:182,
1506,18:49:30:187,
3115,18:49:30:192,
1066,18:49:30:197,
1042,18:49:30:202,
4095,18:49:30:207,
880,18:49:30:213,
1018,18:49:30:217,
3718,18:49:30:222,
1417,18:49:30:227,
1040,18:49:30:232,
1937,18:49:30:237,
3023,18:49:30:244,
1046,18:49:30:247,
786,18:49:30:252,
4095,18:49:30:257,
746,18:49:30:262,
998,18:49:30:267,
3659,18:49:30:275,
1377,18:49:30:277,
1008,18:49:30:282,
1863,18:49:30:287,
3611,18:49:30:293,
962,18:49:30:297,
1042,18:49:30:303,
4095,18:49:30:307,
1180,18:49:30:312,
972,18:49:30:317,
3645,18:49:30:322,
1386,18:49:30:327,
989,18:49:30:332,
2377,18:49:30:337,
3567,18:49:30:342,
939,18:49:30:347,
1058,18:49:30:352,
4095,18:49:30:357,
1010,18:49:30:362,
970,18:49:30:367,
3623,18:49:30:372,
272,18:49:30:377,
1008,18:49:30:382,
1481,18:49:30:387,
1487,18:49:30:392,
1124,18:49:30:398,
1094,18:49:30:402,
4095,18:49:30:407,
148,18:49:30:412,
1120,18:49:30:418,
3813,18:49:30:422,
1459,18:49:30:432,
1109,18:49:30:432,
1809,18:49:30:437,
2949,18:49:30:442,
1110,18:49:30:447,
1072,18:49:30:452,
4095,18:49:30:457,
509,18:49:30:462,
1032,18:49:30:468,
3637,18:49:30:476,
1114,18:49:30:478,
1075,18:49:30:482,
2071,18:49:30:488,
2705,18:49:30:492,
1095,18:49:30:498,
1060,18:49:30:502,
4095,18:49:30:508,
1098,18:49:30:512,
1053,18:49:30:517,
3647,18:49:30:523,
464,18:49:30:527,
1088,18:49:30:532,
1381,18:49:30:538,
1568,18:49:30:542,
1184,18:49:30:547,
1158,18:49:30:552,
4095,18:49:30:558,
1249,18:49:30:562,
1237,18:49:30:569,
3791,18:49:30:572,
1104,18:49:30:577,
1245,18:49:30:582,
1828,18:49:30:587,
1648,18:49:30:592,
1140,18:49:30:597,
1225,18:49:30:602,
4095,18:49:30:607,
1259,18:49:30:615,
1250,18:49:30:617,
3431,18:49:30:622,
1072,18:49:30:627,
1289,18:49:30:632,
1392,18:49:30:638,
1679,18:49:30:643,
1344,18:49:30:647,
1328,18:49:30:652,
4095,18:49:30:658,
1510,18:49:30:662,
1302,18:49:30:668,
4095,18:49:30:672,
1643,18:49:30:678,
1253,18:49:30:682,
2449,18:49:30:687,
1808,18:49:30:692,
1252,18:49:30:697,
1200,18:49:30:702,
4095,18:49:30:707,
1298,18:49:30:712,
1187,18:49:30:717,
3903,18:49:30:723,
1591,18:49:30:727,
1126,18:49:30:732,
2199,18:49:30:737,
3499,18:49:30:742,
877,18:49:30:747,
1113,18:49:30:754,
4095,18:49:30:757,
1372,18:49:30:762,
1134,18:49:30:767,
3783,18:49:30:772,
1509,18:49:30:777,
1119,18:49:30:782,
2551,18:49:30:787,
3571,18:49:30:792,
1008,18:49:30:797,
1040,18:49:30:802,
4095,18:49:30:807,
1319,18:49:30:812,
1045,18:49:30:817,
3711,18:49:30:822,
1461,18:49:30:827,
1040,18:49:30:832,
2750,18:49:30:837,
3231,18:49:30:842,
993,18:49:30:848,
976,18:49:30:852,
4095,18:49:30:858,
1290,18:49:30:862,
969,18:49:30:867,
3583,18:49:30:872,
1618,18:49:30:879,
992,18:49:30:882,
2559,18:49:30:887,
3567,18:49:30:892,
866,18:49:30:897,
944,18:49:30:902,
4095,18:49:30:907,
1168,18:49:30:912,
950,18:49:30:917,
3543,18:49:30:922,
1354,18:49:30:927,
948,18:49:30:932,
2451,18:49:30:937,
2093,18:49:30:942,
976,18:49:30:948,
914,18:49:30:953,
4095,18:49:30:957,
752,18:49:30:962,
961,18:49:30:967,
3583,18:49:30:973,
1991,18:49:30:977,
950,18:49:30:982,
2921,18:49:30:987,
3791,18:49:30:992,
692,18:49:30:997,
912,18:49:31:005,
4095,18:49:31:007,
578,18:49:31:012,
912,18:49:31:017,
3467,18:49:31:022,
1489,18:49:31:027,
929,18:49:31:032,
2703,18:49:31:037,
3487,18:49:31:042,
880,18:49:31:047,
883,18:49:31:052,
4095,18:49:32:703,
0,18:49:32:703,
893,18:49:32:704,
3463,18:49:32:704,
1373,18:49:32:704,
944,18:49:32:704,
2399,18:49:32:704,
4095,18:49:32:705,
396,18:49:32:705,
907,18:49:32:705,
4095,18:49:32:705,
1211,18:49:32:705,
912,18:49:32:706,
3543,18:49:32:706,
1564,18:49:32:706,
929,18:49:32:706,
2647,18:49:32:706,
3675,18:49:32:707,
892,18:49:32:707,
969,18:49:32:707,
4095,18:49:32:707,
1232,18:49:32:707,
896,18:49:32:708,
3557,18:49:32:708,
1262,18:49:32:708,
900,18:49:32:708,
2309,18:49:32:709,
2497,18:49:32:709,
948,18:49:32:709,
881,18:49:32:709,
4095,18:49:32:709,
965,18:49:32:710,
930,18:49:32:710,
3519,18:49:32:710,
1305,18:49:32:710,
972,18:49:32:710,
2678,18:49:32:710,
3727,18:49:32:711,
944,18:49:32:711,
946,18:49:32:711,
4095,18:49:32:711,
1272,18:49:32:711,
960,18:49:32:712,
3555,18:49:32:712,
1482,18:49:32:712,
869,18:49:32:712,
2719,18:49:32:712,
3567,18:49:32:713,
753,18:49:32:713,
906,18:49:32:713,
4095,18:49:32:713,
1232,18:49:32:713,
882,18:49:32:713,
3519,18:49:32:713,
1597,18:49:32:713,
896,18:49:32:713,
2725,18:49:32:713,
3155,18:49:32:714,
912,18:49:32:714,
848,18:49:32:714,
4095,18:49:32:714,
826,18:49:32:716,
886,18:49:32:716,
3539,18:49:32:716,
1779,18:49:32:716,
904,18:49:32:717,
2915,18:49:32:717,
3255,18:49:32:717,
908,18:49:32:718,
978,18:49:32:718,
4095,18:49:32:718,
857,18:49:32:718,
868,18:49:32:718,
3627,18:49:32:719,
0,18:49:32:719,
917,18:49:32:719,
2638,18:49:32:719,
1455,18:49:32:720,
960,18:49:32:720,
942,18:49:32:720,
4095,18:49:32:720,
734,18:49:32:720,
960,18:49:32:720,
3662,18:49:32:721,
1409,18:49:32:721,
972,18:49:32:721,
2559,18:49:32:721,
3999,18:49:32:722,
560,18:49:32:722,
935,18:49:32:722,
4095,18:49:32:723,
1136,18:49:32:723,
912,18:49:32:723,
3635,18:49:32:724,
1562,18:49:32:724,
946,18:49:32:724,
3051,18:49:32:724,
3838,18:49:32:724,
854,18:49:32:725,
896,18:49:32:725,
4095,18:49:32:725,
1074,18:49:32:725,
890,18:49:32:725,
3647,18:49:32:725,
1629,18:49:32:726,
918,18:49:32:726,
2993,18:49:32:726,
2405,18:49:32:726,
921,18:49:32:726,
1130,18:49:32:726,
4095,18:49:32:726,
1232,18:49:32:727,
864,18:49:32:727,
3635,18:49:32:727,
1791,18:49:32:727,
896,18:49:32:727,
3221,18:49:32:727,
3867,18:49:32:728,
592,18:49:32:728,
1006,18:49:32:728,
4095,18:49:32:728,
846,18:49:32:728,
834,18:49:32:728,
3517,18:49:32:728,
201,18:49:32:729,
845,18:49:32:729,
2703,18:49:32:729,
1328,18:49:32:729,
900,18:49:32:729,
953,18:49:32:729,
4095,18:49:32:730,
824,18:49:32:730,
929,18:49:32:730,
3615,18:49:32:730,
1835,18:49:32:730,
944,18:49:32:730,
3087,18:49:32:730,
3405,18:49:32:731,
918,18:49:32:731,
962,18:49:32:731,
4095,18:49:32:731,
1202,18:49:32:731,
897,18:49:32:734,
3631,18:49:32:734,
1568,18:49:32:734,
897,18:49:32:735,
3207,18:49:32:735,
3671,18:49:32:735,
808,18:49:32:736,
918,18:49:32:736,
4095,18:49:32:736,
1080,18:49:32:736,
866,18:49:32:736,
3583,18:49:32:736,
1453,18:49:32:737,
880,18:49:32:737,
2951,18:49:32:737,
3493,18:49:32:737,
874,18:49:32:737,
820,18:49:32:737,
4095,18:49:32:737,
373,18:49:32:738,
833,18:49:32:738,
3631,18:49:32:738,
1325,18:49:32:738,
878,18:49:32:738,
2751,18:49:32:738,
3749,18:49:32:739,
784,18:49:32:739,
1081,18:49:32:739,
4095,18:49:32:739,
861,18:49:32:739,
849,18:49:32:740,
3583,18:49:32:740,
944,18:49:32:740,
866,18:49:32:740,
2909,18:49:32:740,
3103,18:49:32:741,
926,18:49:32:741,
1141,18:49:32:741,
4095,18:49:32:741,
1197,18:49:32:741,
861,18:49:32:742,
3615,18:49:32:742,
1766,18:49:32:742,
880,18:49:32:742,
3039,18:49:32:742,
3431,18:49:32:742,
852,18:49:32:743,
1058,18:49:32:743,
4095,18:49:32:743,
1193,18:49:32:743,
836,18:49:32:743,
3607,18:49:32:743,
1454,18:49:32:744,
864,18:49:32:744,
3383,18:49:32:744,
3294,18:49:32:744,
858,18:49:32:744,
1152,18:49:32:744,
4095,18:49:32:745,
1200,18:49:32:745,
816,18:49:32:745,
3565,18:49:32:745,
1831,18:49:32:745,
835,18:49:32:745,
3583,18:49:32:745,
3269,18:49:32:746,
828,18:49:32:746,
1205,18:49:32:746,
4095,18:49:32:746,
1032,18:49:32:746,
808,18:49:32:746,
3551,18:49:32:747,
1455,18:49:32:747,
837,18:49:32:747,
3291,18:49:32:747,
2943,18:49:32:747,
848,18:49:32:747,
1318,18:49:32:747,
4095,18:49:32:748,
848,18:49:32:748,
785,18:49:32:748,
3583,18:49:32:748,
112,18:49:32:749,
837,18:49:32:749,
2559,18:49:32:749,
2385,18:49:32:749,
916,18:49:32:749,
920,18:49:32:749,
4095,18:49:32:749,
0,18:49:32:749,
867,18:49:32:750,
3687,18:49:32:750,
1299,18:49:32:750,
876,18:49:32:750,
2975,18:49:32:750,
2875,18:49:32:750,
944,18:49:32:751,
1036,18:49:32:751,
4095,18:49:32:751,
340,18:49:32:751,
860,18:49:32:751,
3679,18:49:32:751,
1306,18:49:32:751,
885,18:49:32:751,
3199,18:49:32:752,
3379,18:49:32:752,
726,18:49:32:752,
1297,18:49:32:752,
4095,18:49:32:752,
