volts,time,
2223,12:38:28:175,
2095,12:38:28:180,
2067,12:38:28:185,
2282,12:38:28:190,
2159,12:38:28:195,
2239,12:38:28:200,
2015,12:38:28:205,
2222,12:38:28:210,
2256,12:38:28:215,
2085,12:38:28:221,
2343,12:38:28:225,
1983,12:38:28:230,
1962,12:38:28:235,
2219,12:38:28:240,
2045,12:38:28:245,
2239,12:38:28:250,
2093,12:38:28:255,
2270,12:38:28:260,
2207,12:38:28:265,
2094,12:38:28:270,
2345,12:38:28:275,
2070,12:38:28:280,
2096,12:38:28:285,
2290,12:38:28:290,
2139,12:38:28:295,
2358,12:38:28:300,
2559,12:38:28:305,
2519,12:38:28:310,
2401,12:38:28:315,
2225,12:38:28:320,
2337,12:38:28:325,
2177,12:38:28:330,
2288,12:38:28:335,
2431,12:38:28:340,
2471,12:38:28:345,
2531,12:38:28:350,
2315,12:38:28:355,
2463,12:38:28:362,
2711,12:38:28:365,
2434,12:38:28:370,
2450,12:38:28:375,
2068,12:38:28:380,
1806,12:38:28:385,
2032,12:38:28:390,
1875,12:38:28:395,
2086,12:38:28:400,
1823,12:38:28:407,
2047,12:38:28:410,
2130,12:38:28:415,
1924,12:38:28:420,
2239,12:38:28:425,
1880,12:38:28:430,
1966,12:38:28:435,
2127,12:38:28:440,
2058,12:38:28:445,
2315,12:38:28:450,
2103,12:38:28:455,
2765,12:38:28:460,
2590,12:38:28:465,
2321,12:38:28:472,
2659,12:38:28:475,
2453,12:38:28:480,
2419,12:38:28:485,
2683,12:38:28:490,
2515,12:38:28:495,
2533,12:38:28:500,
2318,12:38:28:505,
2459,12:38:28:510,
2357,12:38:28:517,
1523,12:38:28:521,
2418,12:38:28:525,
2416,12:38:28:530,
2301,12:38:28:536,
2269,12:38:28:541,
2256,12:38:28:545,
2223,12:38:28:550,
2098,12:38:28:555,
2363,12:38:28:560,
2234,12:38:28:565,
1535,12:38:28:570,
2115,12:38:28:575,
1795,12:38:28:580,
1883,12:38:28:585,
2397,12:38:28:590,
2213,12:38:28:595,
3119,12:38:28:600,
2418,12:38:28:605,
2547,12:38:28:610,
2559,12:38:28:615,
2349,12:38:28:620,
2603,12:38:28:626,
2535,12:38:28:630,
2638,12:38:28:635,
2734,12:38:28:640,
2595,12:38:28:645,
2497,12:38:28:650,
2273,12:38:28:658,
2559,12:38:28:660,
2667,12:38:28:665,
2629,12:38:28:670,
2631,12:38:28:675,
2455,12:38:28:680,
2479,12:38:28:685,
2639,12:38:28:690,
2509,12:38:28:695,
2623,12:38:28:700,
2381,12:38:28:705,
2595,12:38:28:710,
2613,12:38:28:715,
2559,12:38:28:720,
2559,12:38:28:725,
2439,12:38:28:730,
2591,12:38:28:735,
2559,12:38:28:740,
2559,12:38:28:745,
2544,12:38:28:750,
2331,12:38:28:755,
2481,12:38:28:760,
2491,12:38:28:765,
2438,12:38:28:770,
2480,12:38:28:775,
2349,12:38:28:782,
2487,12:38:28:785,
2451,12:38:28:790,
2431,12:38:28:795,
2453,12:38:28:800,
2197,12:38:28:805,
2423,12:38:28:810,
2423,12:38:28:815,
2399,12:38:28:820,
2426,12:38:28:825,
2283,12:38:28:830,
2458,12:38:28:835,
2431,12:38:28:840,
2429,12:38:28:845,
2453,12:38:28:850,
2251,12:38:28:855,
2407,12:38:28:861,
2402,12:38:28:865,
2399,12:38:28:870,
2382,12:38:28:878,
2256,12:38:28:880,
1603,12:38:28:885,
2214,12:38:28:890,
2267,12:38:28:895,
2239,12:38:28:900,
2097,12:38:28:906,
2064,12:38:28:910,
2231,12:38:28:915,
2263,12:38:28:920,
2253,12:38:28:925,
2163,12:38:28:930,
2256,12:38:28:936,
2251,12:38:28:941,
2274,12:38:28:946,
2293,12:38:28:951,
2153,12:38:28:956,
2291,12:38:28:960,
2223,12:38:28:964,
2263,12:38:28:970,
2241,12:38:28:975,
2151,12:38:28:980,
2288,12:38:28:985,
2231,12:38:28:990,
2309,12:38:28:995,
2251,12:38:29:000,
2103,12:38:29:005,
2266,12:38:29:010,
2224,12:38:29:017,
2287,12:38:29:020,
2275,12:38:29:025,
2198,12:38:29:031,
2293,12:38:29:035,
2251,12:38:29:040,
2310,12:38:29:045,
2327,12:38:29:050,
2129,12:38:29:055,
2307,12:38:29:060,
2255,12:38:29:065,
2281,12:38:29:070,
2123,12:38:29:075,
2138,12:38:29:080,
2223,12:38:29:085,
2231,12:38:29:090,
2266,12:38:29:095,
2290,12:38:29:100,
2149,12:38:29:105,
2285,12:38:29:110,
2237,12:38:29:115,
2303,12:38:29:120,
2435,12:38:29:127,
2307,12:38:29:130,
2446,12:38:29:135,
2429,12:38:29:140,
2436,12:38:29:145,
2487,12:38:29:150,
2191,12:38:29:155,
2399,12:38:29:160,
2357,12:38:29:165,
2335,12:38:29:170,
2099,12:38:29:175,
2081,12:38:29:180,
2177,12:38:29:185,
2145,12:38:29:190,
2206,12:38:29:195,
2219,12:38:29:200,
2063,12:38:29:205,
2243,12:38:29:210,
2193,12:38:29:215,
2156,12:38:29:220,
2257,12:38:29:225,
2106,12:38:29:230,
1986,12:38:29:235,
2227,12:38:29:241,
2263,12:38:29:245,
2297,12:38:29:250,
2087,12:38:29:256,
2309,12:38:29:260,
2197,12:38:29:267,
2187,12:38:29:270,
2128,12:38:29:275,
1989,12:38:29:280,
2111,12:38:29:285,
2240,12:38:29:291,
2225,12:38:29:296,
2256,12:38:29:300,
2029,12:38:29:306,
2283,12:38:29:309,
2271,12:38:29:314,
2243,12:38:29:319,
2332,12:38:29:325,
2415,12:38:29:330,
2489,12:38:29:335,
2477,12:38:29:340,
2480,12:38:29:345,
2465,12:38:29:350,
2259,12:38:29:355,
2503,12:38:29:360,
2431,12:38:29:365,
2387,12:38:29:370,
2407,12:38:29:375,
2235,12:38:29:380,
2318,12:38:29:385,
1850,12:38:29:390,
2203,12:38:29:395,
2247,12:38:29:401,
2000,12:38:29:407,
2244,12:38:29:409,
2225,12:38:29:414,
2224,12:38:29:420,
2279,12:38:29:425,
2096,12:38:29:430,
2156,12:38:29:438,
2221,12:38:29:440,
2192,12:38:29:445,
2287,12:38:29:450,
2316,12:38:29:455,
2247,12:38:29:460,
2235,12:38:29:465,
2191,12:38:29:470,
2293,12:38:29:475,
2167,12:38:29:480,
2243,12:38:29:485,
2282,12:38:29:490,
2559,12:38:29:495,
2487,12:38:29:500,
2234,12:38:29:505,
2433,12:38:29:510,
2415,12:38:29:515,
2352,12:38:29:520,
1955,12:38:29:525,
1978,12:38:29:531,
2251,12:38:29:535,
2244,12:38:29:540,
2319,12:38:29:545,
2269,12:38:29:550,
2086,12:38:29:555,
2349,12:38:29:562,
2447,12:38:29:565,
2372,12:38:29:570,
2519,12:38:29:575,
2288,12:38:29:580,
2375,12:38:29:585,
2283,12:38:29:590,
2373,12:38:29:595,
2384,12:38:29:600,
2123,12:38:29:605,
2295,12:38:29:610,
2135,12:38:29:615,
2097,12:38:29:620,
2338,12:38:29:625,
2115,12:38:29:630,
2243,12:38:29:635,
2239,12:38:29:640,
2285,12:38:29:645,
2230,12:38:29:650,
2075,12:38:29:656,
2347,12:38:29:660,
2224,12:38:29:665,
2175,12:38:29:670,
2230,12:38:29:675,
2055,12:38:29:680,
2179,12:38:29:686,
2227,12:38:29:690,
2289,12:38:29:695,
2310,12:38:29:701,
2022,12:38:29:705,
2283,12:38:29:710,
2246,12:38:29:715,
2192,12:38:29:720,
2375,12:38:29:724,
2315,12:38:29:729,
2311,12:38:29:735,
2286,12:38:29:740,
2523,12:38:29:745,
2187,12:38:29:750,
2267,12:38:29:755,
2553,12:38:29:760,
2402,12:38:29:765,
2333,12:38:29:770,
2467,12:38:29:775,
2335,12:38:29:780,
2486,12:38:29:785,
2447,12:38:29:790,
2389,12:38:29:795,
2416,12:38:29:800,
2191,12:38:29:805,
2459,12:38:29:812,
2512,12:38:29:815,
2378,12:38:29:820,
2434,12:38:29:825,
2239,12:38:29:830,
2337,12:38:29:835,
1535,12:38:29:840,
2186,12:38:29:845,
2255,12:38:29:850,
2064,12:38:29:855,
2294,12:38:29:859,
2196,12:38:29:864,
2187,12:38:29:869,
2235,12:38:29:876,
2045,12:38:29:879,
2167,12:38:29:884,
2227,12:38:29:890,
2286,12:38:29:894,
2251,12:38:29:900,
2057,12:38:29:906,
2323,12:38:29:910,
2416,12:38:29:915,
2355,12:38:29:920,
2447,12:38:29:925,
2197,12:38:29:930,
2314,12:38:29:935,
1985,12:38:29:940,
2297,12:38:29:945,
2365,12:38:29:950,
2382,12:38:29:955,
2459,12:38:29:960,
2389,12:38:29:965,
2355,12:38:29:970,
2447,12:38:29:975,
2309,12:38:29:980,
2595,12:38:29:985,
2391,12:38:29:990,
2372,12:38:29:995,
2457,12:38:30:001,
2261,12:38:30:005,
2423,12:38:30:010,
2438,12:38:30:015,
2384,12:38:30:020,
2421,12:38:30:025,
2214,12:38:30:032,
2382,12:38:30:035,
2413,12:38:30:040,
2443,12:38:30:045,
2402,12:38:30:050,
2227,12:38:30:055,
2225,12:38:30:062,
2187,12:38:30:065,
2229,12:38:30:070,
2258,12:38:30:075,
2091,12:38:30:080,
2173,12:38:30:085,
2199,12:38:30:093,
2279,12:38:30:095,
2301,12:38:30:100,
2171,12:38:30:105,
2322,12:38:30:110,
2213,12:38:30:115,
2238,12:38:30:120,
2279,12:38:30:125,
2199,12:38:30:130,
2215,12:38:30:135,
2183,12:38:30:140,
2271,12:38:30:145,
2287,12:38:30:150,
2133,12:38:30:155,
2177,12:38:30:160,
2217,12:38:30:164,
2282,12:38:30:169,
2301,12:38:30:174,
2605,12:38:30:179,
2431,12:38:30:185,
2441,12:38:30:189,
2462,12:38:30:194,
2439,12:38:30:199,
2223,12:38:30:204,
2459,12:38:30:210,
2352,12:38:30:216,
2345,12:38:30:219,
1289,12:38:30:224,
2077,12:38:30:229,
2186,12:38:30:235,
2163,12:38:30:240,
2177,12:38:30:247,
2224,12:38:30:250,
2039,12:38:30:255,
2306,12:38:30:260,
2197,12:38:30:265,
2193,12:38:30:270,
2255,12:38:30:275,
2158,12:38:30:280,
2198,12:38:30:285,
2233,12:38:30:290,
2203,12:38:30:295,
2253,12:38:30:300,
2106,12:38:30:305,
2222,12:38:30:311,
2211,12:38:30:315,
2375,12:38:30:320,
2242,12:38:30:325,
2070,12:38:30:330,
2157,12:38:30:335,
2202,12:38:30:341,
2196,12:38:30:345,
2285,12:38:30:350,
2097,12:38:30:355,
2365,12:38:30:360,
2417,12:38:30:365,
2355,12:38:30:370,
2474,12:38:30:375,
2294,12:38:30:380,
2351,12:38:30:385,
2335,12:38:30:390,
2334,12:38:30:395,
2416,12:38:30:399,
2301,12:38:30:404,
2481,12:38:30:409,
2382,12:38:30:414,
2384,12:38:30:420,
2437,12:38:30:424,
2277,12:38:30:430,
2319,12:38:30:435,
2325,12:38:30:439,
2411,12:38:30:444,
2395,12:38:30:449,
2121,12:38:30:455,
2239,12:38:30:460,
2192,12:38:30:466,
2210,12:38:30:470,
2183,12:38:30:475,
2030,12:38:30:480,
2095,12:38:30:485,
2215,12:38:30:489,
2235,12:38:30:494,
2383,12:38:30:499,
2449,12:38:30:504,
2487,12:38:30:509,
2465,12:38:30:515,
2494,12:38:30:519,
2463,12:38:30:525,
2352,12:38:30:530,
2450,12:38:30:535,
2407,12:38:30:540,
2452,12:38:30:545,
2384,12:38:30:550,
2307,12:38:30:555,
2416,12:38:30:560,
2375,12:38:30:565,
2370,12:38:30:570,
2381,12:38:30:575,
2271,12:38:30:580,
2387,12:38:30:584,
2305,12:38:30:589,
2410,12:38:30:594,
2413,12:38:30:599,
2192,12:38:30:604,
1939,12:38:30:609,
2135,12:38:30:614,
2157,12:38:30:622,
2230,12:38:30:624,
2124,12:38:30:629,
2215,12:38:30:634,
2183,12:38:30:639,
2199,12:38:30:644,
2241,12:38:30:650,
2025,12:38:30:654,
2259,12:38:30:659,
2177,12:38:30:664,
2162,12:38:30:669,
2226,12:38:30:675,
2014,12:38:30:681,
2157,12:38:30:684,
2256,12:38:30:689,
2265,12:38:30:695,
2239,12:38:30:699,
2056,12:38:30:704,
2277,12:38:30:709,
2213,12:38:30:714,
2203,12:38:30:719,
2295,12:38:30:724,
2623,12:38:30:729,
2394,12:38:30:734,
2411,12:38:30:739,
2398,12:38:30:745,
2414,12:38:30:750,
2407,12:38:30:755,
2409,12:38:30:760,
2386,12:38:30:765,
2351,12:38:30:770,
2386,12:38:30:775,
2259,12:38:30:780,
2263,12:38:30:785,
2067,12:38:30:790,
2177,12:38:30:794,
2157,12:38:30:800,
1990,12:38:30:805,
2287,12:38:30:809,
2177,12:38:30:814,
2192,12:38:30:819,
2279,12:38:30:824,
2063,12:38:30:829,
2135,12:38:30:834,
2198,12:38:30:839,
2211,12:38:30:844,
2301,12:38:30:849,
2090,12:38:30:854,
2271,12:38:30:859,
2097,12:38:30:864,
2019,12:38:30:869,
2315,12:38:30:874,
2047,12:38:30:879,
2194,12:38:30:885,
2226,12:38:30:890,
2224,12:38:30:895,
2262,12:38:30:900,
2111,12:38:30:905,
2271,12:38:30:910,
2559,12:38:30:915,
2363,12:38:30:920,
2480,12:38:30:925,
2192,12:38:30:931,
2319,12:38:30:935,
2279,12:38:30:940,
2302,12:38:30:944,
2341,12:38:30:949,
2159,12:38:30:954,
2289,12:38:30:959,
2271,12:38:30:964,
2534,12:38:30:969,
2519,12:38:30:974,
2302,12:38:30:979,
2397,12:38:30:984,
2399,12:38:30:989,
2373,12:38:30:994,
2497,12:38:30:999,
2286,12:38:31:004,
2506,12:38:31:009,
2443,12:38:31:014,
2429,12:38:31:019,
2726,12:38:31:024,
2343,12:38:31:029,
2382,12:38:31:034,
2445,12:38:31:039,
2477,12:38:31:044,
2455,12:38:31:049,
2415,12:38:31:055,
2471,12:38:31:059,
2383,12:38:31:065,
2405,12:38:31:069,
2387,12:38:31:074,
2241,12:38:31:079,
2359,12:38:31:086,
1296,12:38:31:090,
2182,12:38:31:095,
2170,12:38:31:100,
2014,12:38:31:105,
2230,12:38:31:110,
2151,12:38:31:115,
2119,12:38:31:120,
2278,12:38:31:125,
2126,12:38:31:130,
2155,12:38:31:135,
2098,12:38:31:140,
2165,12:38:31:145,
2162,12:38:31:150,
2015,12:38:31:155,
2146,12:38:31:160,
2118,12:38:31:165,
1945,12:38:31:170,
2279,12:38:31:175,
2059,12:38:31:180,
2299,12:38:31:185,
2192,12:38:31:190,
2169,12:38:31:195,
2235,12:38:31:200,
2095,12:38:31:205,
2191,12:38:31:212,
2261,12:38:31:215,
2223,12:38:31:220,
2347,12:38:31:225,
2559,12:38:31:230,
2294,12:38:31:235,
2143,12:38:31:243,
2045,12:38:31:245,
2207,12:38:31:250,
2013,12:38:31:255,
2292,12:38:31:260,
2255,12:38:31:265,
2193,12:38:31:270,
2286,12:38:31:275,
2095,12:38:31:280,
2218,12:38:31:285,
2287,12:38:31:290,
2643,12:38:31:295,
2390,12:38:31:300,
2175,12:38:31:306,
2491,12:38:31:310,
2387,12:38:31:315,
2263,12:38:31:320,
2288,12:38:31:325,
2227,12:38:31:329,
2256,12:38:31:336,
2274,12:38:31:339,
2615,12:38:31:344,
2551,12:38:31:349,
2304,12:38:31:354,
2535,12:38:31:359,
2450,12:38:31:364,
2411,12:38:31:369,
2495,12:38:31:374,
2334,12:38:31:379,
2415,12:38:31:384,
2365,12:38:31:390,
2302,12:38:31:395,
1949,12:38:31:400,
2083,12:38:31:405,
2215,12:38:31:410,
2029,12:38:31:415,
1939,12:38:31:420,
2256,12:38:31:425,
2160,12:38:31:431,
2289,12:38:31:435,
2191,12:38:31:439,
2150,12:38:31:445,
2150,12:38:31:450,
1948,12:38:31:455,
2256,12:38:31:462,
2255,12:38:31:465,
2275,12:38:31:470,
2319,12:38:31:475,
2158,12:38:31:480,
2247,12:38:31:485,
2306,12:38:31:490,
2635,12:38:31:494,
2419,12:38:31:499,
2257,12:38:31:504,
2443,12:38:31:509,
2375,12:38:31:514,
2430,12:38:31:519,
2499,12:38:31:524,
2307,12:38:31:529,
2543,12:38:31:534,
2359,12:38:31:539,
2455,12:38:31:544,
2469,12:38:31:549,
2274,12:38:31:554,
2439,12:38:31:559,
2405,12:38:31:564,
2331,12:38:31:569,
1931,12:38:31:574,
2289,12:38:31:579,
2207,12:38:31:586,
2255,12:38:31:589,
2317,12:38:31:594,
2506,12:38:31:599,
2331,12:38:31:604,
2422,12:38:31:609,
2370,12:38:31:614,
2302,12:38:31:619,
2254,12:38:31:624,
2150,12:38:31:629,
2165,12:38:31:634,
2251,12:38:31:639,
2251,12:38:31:644,
2206,12:38:31:649,
1993,12:38:31:654,
2194,12:38:31:659,
2256,12:38:31:664,
2249,12:38:31:669,
2373,12:38:31:674,
2383,12:38:31:679,
2523,12:38:31:684,
2511,12:38:31:689,
2544,12:38:31:694,
2499,12:38:31:699,
2307,12:38:31:704,
2473,12:38:31:711,
2445,12:38:31:714,
2423,12:38:31:719,
2417,12:38:31:724,
2228,12:38:31:729,
2301,12:38:31:734,
1712,12:38:31:740,
2222,12:38:31:744,
2256,12:38:31:749,
2065,12:38:31:754,
2265,12:38:31:759,
2284,12:38:31:764,
2133,12:38:31:769,
2255,12:38:31:774,
2064,12:38:31:780,
2176,12:38:31:785,
2126,12:38:31:790,
2154,12:38:31:795,
2241,12:38:31:800,
2069,12:38:31:805,
2256,12:38:31:810,
2190,12:38:31:815,
2211,12:38:31:820,
2355,12:38:31:824,
2383,12:38:31:829,
2323,12:38:31:834,
2327,12:38:31:839,
2448,12:38:31:844,
2411,12:38:31:850,
2221,12:38:31:855,
2064,12:38:31:859,
2131,12:38:31:865,
2077,12:38:31:869,
2274,12:38:31:874,
2115,12:38:31:879,
2277,12:38:31:884,
2256,12:38:31:889,
3291,12:38:31:894,
2519,12:38:31:899,
2291,12:38:31:904,
2483,12:38:31:910,
2421,12:38:31:915,
2338,12:38:31:920,
2423,12:38:31:924,
2256,12:38:31:929,
2493,12:38:31:934,
2463,12:38:31:939,
2471,12:38:31:944,
2455,12:38:31:949,
2355,12:38:31:954,
2501,12:38:31:961,
2427,12:38:31:964,
2398,12:38:31:969,
2455,12:38:31:974,
2245,12:38:31:979,
2326,12:38:31:984,
1472,12:38:31:991,
2134,12:38:31:994,
2253,12:38:31:999,
2093,12:38:32:004,
2352,12:38:32:009,
2455,12:38:32:014,
2546,12:38:32:019,
2423,12:38:32:025,
2319,12:38:32:030,
2313,12:38:32:035,
2269,12:38:32:040,
2397,12:38:32:044,
2407,12:38:32:050,
2239,12:38:32:054,
2227,12:38:32:059,
2173,12:38:32:064,
2242,12:38:32:069,
2305,12:38:32:074,
2290,12:38:32:079,
2283,12:38:32:084,
2199,12:38:32:089,
2279,12:38:32:094,
2347,12:38:32:099,
2373,12:38:32:104,
2429,12:38:32:109,
2367,12:38:32:116,
2390,12:38:32:119,
2399,12:38:32:124,
2335,12:38:32:129,
2379,12:38:32:134,
2362,12:38:32:139,
2434,12:38:32:144,
2421,12:38:32:149,
2181,12:38:32:154,
2102,12:38:32:159,
2130,12:38:32:165,
2197,12:38:32:170,
2253,12:38:32:175,
2092,12:38:32:179,
2174,12:38:32:185,
2254,12:38:32:190,
2239,12:38:32:195,
2175,12:38:32:200,
2031,12:38:32:205,
2178,12:38:32:211,
2190,12:38:32:214,
2175,12:38:32:219,
2287,12:38:32:224,
2135,12:38:32:229,
2299,12:38:32:234,
2214,12:38:32:240,
2319,12:38:32:244,
2183,12:38:32:249,
2065,12:38:32:254,
2271,12:38:32:259,
2195,12:38:32:265,
2159,12:38:32:271,
2287,12:38:32:275,
2129,12:38:32:280,
2167,12:38:32:284,
2173,12:38:32:290,
2179,12:38:32:295,
2244,12:38:32:302,
2077,12:38:32:305,
2263,12:38:32:310,
2123,12:38:32:315,
2128,12:38:32:320,
2287,12:38:32:325,
2075,12:38:32:330,
2135,12:38:32:335,
2204,12:38:32:340,
2278,12:38:32:345,
2307,12:38:32:350,
2047,12:38:32:355,
2319,12:38:32:360,
2811,12:38:32:365,
2255,12:38:32:370,
2309,12:38:32:375,
2189,12:38:32:380,
2238,12:38:32:385,
2301,12:38:32:390,
3695,12:38:32:395,
2559,12:38:32:400,
2303,12:38:32:404,
2771,12:38:32:409,
2403,12:38:32:414,
2331,12:38:32:419,
2498,12:38:32:424,
2320,12:38:32:429,
2426,12:38:32:434,
2403,12:38:32:439,
2399,12:38:32:444,
2357,12:38:32:449,
2064,12:38:32:454,
2193,12:38:32:459,
2143,12:38:32:464,
2073,12:38:32:469,
2151,12:38:32:474,
1971,12:38:32:479,
2139,12:38:32:484,
1840,12:38:32:489,
1981,12:38:32:494,
2093,12:38:32:499,
1941,12:38:32:504,
2189,12:38:32:509,
2192,12:38:32:514,
2087,12:38:32:522,
2352,12:38:32:524,
2113,12:38:32:529,
2139,12:38:32:534,
2323,12:38:32:539,
2907,12:38:32:544,
2543,12:38:32:549,
2342,12:38:32:554,
2418,12:38:32:559,
2385,12:38:32:565,
2288,12:38:32:569,
2334,12:38:32:575,
2311,12:38:32:580,
2195,12:38:32:585,
2251,12:38:32:590,
2935,12:38:32:595,
2542,12:38:32:600,
2343,12:38:32:605,
2559,12:38:32:610,
2407,12:38:32:615,
2535,12:38:32:620,
2554,12:38:32:625,
2405,12:38:32:630,
2527,12:38:32:635,
2480,12:38:32:640,
2527,12:38:32:646,
2695,12:38:32:650,
2319,12:38:32:655,
2467,12:38:32:660,
2463,12:38:32:664,
2432,12:38:32:669,
2449,12:38:32:675,
2331,12:38:32:679,
2469,12:38:32:684,
2467,12:38:32:689,
2476,12:38:32:694,
2445,12:38:32:699,
2291,12:38:32:704,
2434,12:38:32:709,
2289,12:38:32:714,
2407,12:38:32:719,
2407,12:38:32:725,
2279,12:38:32:730,
2320,12:38:32:735,
1905,12:38:32:740,
2271,12:38:32:744,
2239,12:38:32:749,
2059,12:38:32:754,
2179,12:38:32:759,
2033,12:38:32:764,
1954,12:38:32:769,
2160,12:38:32:774,
1978,12:38:32:779,
1936,12:38:32:784,
2157,12:38:32:789,
2160,12:38:32:794,
2127,12:38:32:799,
1887,12:38:32:804,
2122,12:38:32:809,
2150,12:38:32:814,
2021,12:38:32:819,
2179,12:38:32:824,
1892,12:38:32:831,
1922,12:38:32:834,
2379,12:38:32:839,
2189,12:38:32:845,
1979,12:38:32:850,
1919,12:38:32:855,
2197,12:38:32:860,
2007,12:38:32:865,
1881,12:38:32:870,
2160,12:38:32:877,
1981,12:38:32:880,
1837,12:38:32:885,
1763,12:38:32:890,
1895,12:38:32:895,
1840,12:38:32:900,
1695,12:38:32:905,
2157,12:38:32:910,
2063,12:38:32:915,
1858,12:38:32:920,
2057,12:38:32:925,
1835,12:38:32:930,
1855,12:38:32:934,
2322,12:38:32:939,
2169,12:38:32:944,
2102,12:38:32:949,
1951,12:38:32:954,
1958,12:38:32:959,
1973,12:38:32:964,
1849,12:38:32:970,
2306,12:38:32:974,
2020,12:38:32:979,
1990,12:38:32:983,
2466,12:38:32:989,
2535,12:38:32:994,
2478,12:38:33:000,
2134,12:38:33:004,
2442,12:38:33:009,
2463,12:38:33:014,
2256,12:38:33:019,
2478,12:38:33:024,
2383,12:38:33:029,
2350,12:38:33:034,
2487,12:38:33:039,
2279,12:38:33:044,
2399,12:38:33:049,
2165,12:38:33:054,
2326,12:38:33:059,
2559,12:38:33:065,
2353,12:38:33:069,
2623,12:38:33:074,
2264,12:38:33:079,
2222,12:38:33:084,
2315,12:38:33:089,
2167,12:38:33:095,
2085,12:38:33:100,
1890,12:38:33:104,
2116,12:38:33:110,
2515,12:38:33:114,
2559,12:38:33:119,
2822,12:38:33:124,
2615,12:38:33:129,
2794,12:38:33:134,
2735,12:38:33:139,
2655,12:38:33:144,
2711,12:38:33:149,
2487,12:38:33:154,
2738,12:38:33:159,
2727,12:38:33:164,
2766,12:38:33:169,
2731,12:38:33:174,
2602,12:38:33:179,
2699,12:38:33:184,
2677,12:38:33:189,
2641,12:38:33:194,
2723,12:38:33:199,
2390,12:38:33:204,
2687,12:38:33:209,
2613,12:38:33:214,
2623,12:38:33:219,
2598,12:38:33:224,
2435,12:38:33:229,
2591,12:38:33:235,
2515,12:38:33:239,
2559,12:38:33:244,
2559,12:38:33:249,
2434,12:38:33:254,
2539,12:38:33:259,
2467,12:38:33:264,
2523,12:38:33:269,
2497,12:38:33:274,
2367,12:38:33:279,
2427,12:38:33:285,
2451,12:38:33:290,
2485,12:38:33:294,
2522,12:38:33:299,
2262,12:38:33:305,
2523,12:38:33:310,
2437,12:38:33:315,
2387,12:38:33:320,
2406,12:38:33:325,
2275,12:38:33:330,
2429,12:38:33:334,
2396,12:38:33:339,
2399,12:38:33:344,
2422,12:38:33:349,
2221,12:38:33:354,
1830,12:38:33:361,
2147,12:38:33:364,
2118,12:38:33:369,
2239,12:38:33:374,
2086,12:38:33:379,
2192,12:38:33:384,
2179,12:38:33:389,
2190,12:38:33:394,
2174,12:38:33:399,
2001,12:38:33:404,
2239,12:38:33:409,
2191,12:38:33:414,
2202,12:38:33:419,
2271,12:38:33:424,
2163,12:38:33:429,
2227,12:38:33:434,
2272,12:38:33:439,
2283,12:38:33:444,
2359,12:38:33:449,
2384,12:38:33:454,
2435,12:38:33:459,
2463,12:38:33:464,
2431,12:38:33:469,
2415,12:38:33:474,
2309,12:38:33:479,
2384,12:38:33:487,
2352,12:38:33:489,
2385,12:38:33:494,
2458,12:38:33:499,
2199,12:38:33:504,
2379,12:38:33:509,
2378,12:38:33:515,
2389,12:38:33:520,
2407,12:38:33:524,
2243,12:38:33:530,
2354,12:38:33:534,
2245,12:38:33:539,
2325,12:38:33:544,
1671,12:38:33:549,
2064,12:38:33:554,
2245,12:38:33:559,
2203,12:38:33:564,
2246,12:38:33:569,
2256,12:38:33:574,
2158,12:38:33:580,
2314,12:38:33:584,
2197,12:38:33:589,
2369,12:38:33:594,
2243,12:38:33:599,
2096,12:38:33:604,
2225,12:38:33:609,
2096,12:38:33:614,
2034,12:38:33:619,
2190,12:38:33:624,
2064,12:38:33:629,
2195,12:38:33:634,
2141,12:38:33:639,
2139,12:38:33:644,
2719,12:38:33:649,
2128,12:38:33:654,
2160,12:38:33:659,
2799,12:38:33:664,
2471,12:38:33:669,
2403,12:38:33:674,
2290,12:38:33:679,
2417,12:38:33:684,
2307,12:38:33:689,
2333,12:38:33:694,
2431,12:38:33:700,
2256,12:38:33:704,
2375,12:38:33:709,
2283,12:38:33:714,
2342,12:38:33:721,
1568,12:38:33:724,
2087,12:38:33:729,
2289,12:38:33:735,
2166,12:38:33:739,
2150,12:38:33:743,
2274,12:38:33:749,
2061,12:38:33:754,
2246,12:38:33:759,
2237,12:38:33:764,
2288,12:38:33:769,
2305,12:38:33:774,
2165,12:38:33:779,
2409,12:38:33:784,
2418,12:38:33:789,
2361,12:38:33:794,
2438,12:38:33:799,
2205,12:38:33:804,
2384,12:38:33:809,
2372,12:38:33:814,
2298,12:38:33:819,
2096,12:38:33:824,
2103,12:38:33:829,
2331,12:38:33:834,
2166,12:38:33:839,
2234,12:38:33:844,
2217,12:38:33:849,
2064,12:38:33:854,
2224,12:38:33:861,
2149,12:38:33:864,
2156,12:38:33:869,
2227,12:38:33:874,
2102,12:38:33:879,
2230,12:38:33:884,
2219,12:38:33:889,
2275,12:38:33:894,
2307,12:38:33:899,
2155,12:38:33:904,
2322,12:38:33:909,
2083,12:38:33:914,
2263,12:38:33:919,
2327,12:38:33:924,
2438,12:38:33:929,
2489,12:38:33:934,
2431,12:38:33:939,
2475,12:38:33:944,
2419,12:38:33:949,
2255,12:38:33:954,
2461,12:38:33:959,
2413,12:38:33:964,
2423,12:38:33:969,
2463,12:38:33:973,
2307,12:38:33:978,
2382,12:38:33:983,
2367,12:38:33:988,
2384,12:38:33:993,
2416,12:38:33:999,
