volts,time,
1891,12:39:47:487,
1894,12:39:47:492,
2417,12:39:47:497,
2089,12:39:47:502,
2295,12:39:47:507,
2131,12:39:47:512,
2326,12:39:47:517,
2559,12:39:47:522,
2247,12:39:47:527,
2192,12:39:47:532,
2162,12:39:47:537,
2171,12:39:47:542,
2530,12:39:47:547,
2395,12:39:47:552,
2369,12:39:47:557,
1983,12:39:47:564,
2175,12:39:47:567,
2161,12:39:47:572,
1925,12:39:47:577,
2119,12:39:47:582,
1981,12:39:47:587,
1826,12:39:47:592,
2607,12:39:47:597,
2501,12:39:47:602,
2352,12:39:47:608,
2106,12:39:47:612,
2128,12:39:47:617,
2281,12:39:47:622,
2038,12:39:47:627,
2078,12:39:47:632,
1886,12:39:47:637,
1975,12:39:47:642,
2591,12:39:47:647,
2543,12:39:47:652,
2323,12:39:47:659,
2219,12:39:47:662,
2077,12:39:47:667,
2451,12:39:47:672,
2128,12:39:47:677,
3103,12:39:47:682,
2723,12:39:47:687,
2515,12:39:47:692,
2631,12:39:47:697,
2511,12:39:47:702,
2546,12:39:47:707,
2346,12:39:47:712,
2311,12:39:47:717,
1967,12:39:47:722,
1983,12:39:47:727,
2389,12:39:47:732,
2366,12:39:47:737,
2286,12:39:47:742,
2258,12:39:47:747,
2087,12:39:47:752,
3179,12:39:47:757,
2391,12:39:47:762,
2463,12:39:47:767,
2511,12:39:47:772,
2203,12:39:47:776,
2173,12:39:47:783,
2064,12:39:47:787,
2064,12:39:47:792,
2217,12:39:47:797,
1987,12:39:47:802,
2085,12:39:47:807,
1807,12:39:47:815,
2070,12:39:47:817,
1981,12:39:47:822,
1847,12:39:47:827,
1954,12:39:47:832,
1835,12:39:47:836,
1877,12:39:47:841,
2666,12:39:47:846,
2530,12:39:47:852,
2503,12:39:47:857,
2287,12:39:47:862,
2289,12:39:47:867,
1700,12:39:47:872,
2137,12:39:47:877,
3039,12:39:47:882,
2544,12:39:47:887,
2243,12:39:47:892,
2447,12:39:47:897,
2173,12:39:47:902,
2189,12:39:47:907,
1849,12:39:47:912,
2086,12:39:47:917,
2421,12:39:47:922,
2129,12:39:47:927,
2245,12:39:47:932,
1965,12:39:47:939,
1943,12:39:47:942,
2223,12:39:47:947,
2017,12:39:47:952,
2435,12:39:47:957,
2333,12:39:47:962,
2366,12:39:47:970,
2769,12:39:47:972,
2358,12:39:47:977,
2507,12:39:47:982,
2303,12:39:47:987,
2367,12:39:47:992,
1931,12:39:47:997,
2495,12:39:48:002,
2237,12:39:48:007,
1648,12:39:48:012,
2262,12:39:48:017,
2222,12:39:48:022,
2002,12:39:48:027,
2439,12:39:48:032,
2255,12:39:48:037,
2083,12:39:48:042,
2146,12:39:48:047,
1970,12:39:48:052,
2147,12:39:48:057,
1772,12:39:48:063,
1961,12:39:48:067,
2246,12:39:48:072,
2047,12:39:48:077,
3351,12:39:48:082,
2351,12:39:48:087,
2333,12:39:48:093,
2130,12:39:48:097,
2245,12:39:48:102,
2722,12:39:48:107,
2679,12:39:48:112,
2640,12:39:48:117,
2768,12:39:48:122,
2443,12:39:48:127,
2524,12:39:48:132,
2431,12:39:48:137,
2374,12:39:48:142,
2927,12:39:48:147,
2507,12:39:48:152,
2553,12:39:48:157,
2423,12:39:48:162,
2391,12:39:48:167,
2559,12:39:48:178,
2281,12:39:48:178,
2801,12:39:48:181,
2811,12:39:48:186,
2893,12:39:48:191,
3007,12:39:48:197,
2831,12:39:48:202,
3095,12:39:48:207,
2753,12:39:48:212,
2871,12:39:48:218,
2802,12:39:48:222,
2691,12:39:48:227,
2695,12:39:48:232,
2417,12:39:48:237,
2427,12:39:48:242,
2663,12:39:48:249,
2421,12:39:48:252,
2517,12:39:48:257,
2351,12:39:48:262,
2485,12:39:48:267,
2276,12:39:48:272,
1499,12:39:48:277,
2197,12:39:48:282,
1872,12:39:48:287,
1839,12:39:48:292,
2383,12:39:48:297,
2131,12:39:48:302,
2251,12:39:48:307,
2095,12:39:48:311,
2263,12:39:48:316,
2359,12:39:48:321,
2074,12:39:48:326,
2279,12:39:48:332,
2107,12:39:48:337,
2139,12:39:48:343,
2543,12:39:48:346,
2511,12:39:48:352,
2815,12:39:48:357,
2663,12:39:48:361,
2736,12:39:48:367,
2733,12:39:48:373,
2607,12:39:48:377,
2686,12:39:48:382,
2703,12:39:48:387,
2667,12:39:48:392,
2701,12:39:48:397,
2699,12:39:48:402,
2673,12:39:48:407,
2343,12:39:48:412,
2410,12:39:48:417,
2559,12:39:48:422,
2429,12:39:48:426,
2587,12:39:48:432,
2415,12:39:48:437,
2449,12:39:48:442,
2369,12:39:48:447,
1920,12:39:48:452,
2145,12:39:48:457,
1891,12:39:48:462,
2164,12:39:48:468,
2160,12:39:48:472,
1974,12:39:48:477,
2253,12:39:48:482,
1962,12:39:48:487,
1939,12:39:48:492,
2261,12:39:48:497,
2006,12:39:48:503,
2004,12:39:48:507,
1712,12:39:48:512,
1931,12:39:48:517,
1938,12:39:48:522,
1770,12:39:48:527,
2002,12:39:48:532,
1930,12:39:48:537,
1977,12:39:48:542,
2103,12:39:48:547,
1851,12:39:48:552,
1841,12:39:48:557,
1663,12:39:48:563,
1922,12:39:48:567,
2145,12:39:48:572,
1890,12:39:48:577,
2171,12:39:48:582,
1815,12:39:48:587,
1994,12:39:48:593,
2319,12:39:48:597,
2047,12:39:48:602,
2096,12:39:48:607,
1935,12:39:48:612,
2224,12:39:48:617,
2351,12:39:48:622,
2102,12:39:48:627,
2211,12:39:48:632,
1983,12:39:48:637,
1958,12:39:48:642,
1957,12:39:48:647,
1795,12:39:48:652,
1690,12:39:48:657,
1709,12:39:48:662,
1919,12:39:48:667,
2000,12:39:48:672,
1826,12:39:48:676,
2072,12:39:48:681,
1949,12:39:48:688,
2205,12:39:48:691,
2641,12:39:48:696,
2415,12:39:48:701,
2416,12:39:48:707,
2065,12:39:48:712,
2239,12:39:48:717,
2971,12:39:48:722,
2679,12:39:48:727,
2959,12:39:48:732,
2877,12:39:48:737,
2991,12:39:48:742,
2943,12:39:48:749,
2515,12:39:48:752,
2839,12:39:48:757,
2623,12:39:48:762,
2811,12:39:48:767,
2928,12:39:48:772,
2703,12:39:48:777,
2847,12:39:48:782,
2671,12:39:48:787,
2769,12:39:48:792,
2823,12:39:48:797,
2766,12:39:48:802,
2867,12:39:48:807,
2495,12:39:48:812,
2691,12:39:48:817,
2719,12:39:48:822,
2647,12:39:48:827,
2687,12:39:48:832,
2512,12:39:48:837,
2705,12:39:48:843,
2639,12:39:48:847,
2559,12:39:48:852,
2642,12:39:48:857,
2491,12:39:48:862,
2559,12:39:48:867,
2621,12:39:48:872,
2608,12:39:48:877,
2559,12:39:48:882,
2447,12:39:48:887,
2755,12:39:48:892,
2527,12:39:48:897,
2523,12:39:48:902,
2507,12:39:48:907,
2329,12:39:48:912,
2490,12:39:48:917,
2480,12:39:48:922,
2419,12:39:48:927,
2468,12:39:48:932,
2285,12:39:48:938,
2463,12:39:48:942,
2430,12:39:48:947,
2459,12:39:48:952,
2449,12:39:48:957,
2247,12:39:48:962,
2414,12:39:48:969,
2430,12:39:48:972,
2377,12:39:48:977,
2386,12:39:48:981,
2288,12:39:48:986,
2379,12:39:48:991,
2154,12:39:48:996,
2167,12:39:49:001,
2247,12:39:49:006,
2035,12:39:49:011,
2192,12:39:49:016,
2225,12:39:49:021,
2218,12:39:49:026,
2397,12:39:49:031,
2083,12:39:49:036,
2237,12:39:49:041,
2245,12:39:49:046,
2259,12:39:49:051,
2342,12:39:49:056,
2081,12:39:49:062,
2231,12:39:49:066,
2234,12:39:49:071,
2279,12:39:49:076,
2243,12:39:49:081,
2119,12:39:49:087,
2267,12:39:49:093,
2240,12:39:49:097,
2203,12:39:49:102,
2279,12:39:49:107,
2123,12:39:49:112,
2295,12:39:49:117,
2267,12:39:49:123,
2359,12:39:49:127,
2405,12:39:49:132,
2241,12:39:49:137,
2416,12:39:49:142,
2384,12:39:49:147,
2309,12:39:49:152,
2192,12:39:49:157,
1898,12:39:49:162,
2227,12:39:49:167,
2189,12:39:49:172,
2111,12:39:49:177,
2130,12:39:49:182,
1967,12:39:49:187,
2066,12:39:49:192,
2071,12:39:49:197,
1904,12:39:49:202,
1821,12:39:49:207,
1653,12:39:49:212,
1790,12:39:49:217,
1953,12:39:49:222,
1785,12:39:49:227,
2107,12:39:49:232,
1841,12:39:49:237,
1919,12:39:49:242,
2128,12:39:49:250,
1927,12:39:49:252,
1947,12:39:49:257,
1719,12:39:49:262,
1934,12:39:49:267,
2157,12:39:49:272,
1915,12:39:49:277,
2034,12:39:49:282,
1806,12:39:49:287,
1939,12:39:49:292,
2233,12:39:49:297,
1901,12:39:49:302,
2281,12:39:49:307,
1986,12:39:49:312,
2175,12:39:49:317,
2063,12:39:49:322,
1859,12:39:49:327,
2384,12:39:49:332,
2201,12:39:49:337,
3827,12:39:49:344,
2687,12:39:49:347,
2495,12:39:49:352,
2599,12:39:49:358,
2391,12:39:49:361,
2515,12:39:49:366,
2559,12:39:49:374,
2335,12:39:49:377,
2525,12:39:49:382,
2275,12:39:49:387,
2480,12:39:49:392,
2559,12:39:49:397,
2394,12:39:49:404,
2659,12:39:49:407,
2469,12:39:49:412,
2651,12:39:49:417,
2631,12:39:49:422,
2543,12:39:49:427,
2611,12:39:49:432,
2469,12:39:49:437,
2591,12:39:49:442,
2559,12:39:49:447,
2514,12:39:49:452,
2559,12:39:49:457,
2375,12:39:49:462,
2445,12:39:49:467,
2499,12:39:49:472,
2431,12:39:49:477,
2495,12:39:49:482,
2225,12:39:49:487,
2450,12:39:49:492,
2447,12:39:49:498,
2266,12:39:49:502,
2128,12:39:49:507,
1970,12:39:49:512,
2095,12:39:49:517,
2191,12:39:49:522,
1989,12:39:49:529,
2178,12:39:49:531,
1995,12:39:49:537,
2193,12:39:49:542,
2225,12:39:49:547,
2081,12:39:49:552,
2241,12:39:49:557,
2060,12:39:49:562,
2307,12:39:49:567,
2287,12:39:49:572,
2127,12:39:49:577,
2082,12:39:49:582,
1904,12:39:49:587,
2114,12:39:49:592,
2326,12:39:49:597,
2213,12:39:49:602,
2343,12:39:49:607,
2069,12:39:49:612,
2207,12:39:49:617,
2288,12:39:49:623,
2139,12:39:49:627,
2327,12:39:49:632,
2096,12:39:49:637,
2256,12:39:49:642,
2480,12:39:49:647,
2519,12:39:49:655,
2591,12:39:49:657,
2276,12:39:49:662,
2407,12:39:49:667,
2608,12:39:49:671,
2483,12:39:49:676,
2529,12:39:49:681,
2367,12:39:49:686,
2495,12:39:49:691,
2497,12:39:49:696,
2423,12:39:49:701,
2559,12:39:49:707,
2305,12:39:49:711,
2429,12:39:49:717,
2455,12:39:49:722,
2415,12:39:49:727,
2435,12:39:49:731,
2223,12:39:49:737,
2423,12:39:49:741,
2431,12:39:49:747,
2387,12:39:49:751,
2431,12:39:49:757,
2189,12:39:49:762,
2167,12:39:49:767,
2227,12:39:49:772,
2116,12:39:49:777,
2231,12:39:49:782,
2031,12:39:49:787,
2123,12:39:49:792,
2147,12:39:49:797,
2003,12:39:49:802,
2077,12:39:49:807,
1830,12:39:49:812,
2145,12:39:49:817,
2251,12:39:49:822,
2115,12:39:49:827,
2155,12:39:49:832,
1847,12:39:49:837,
2159,12:39:49:842,
2147,12:39:49:847,
1972,12:39:49:851,
2131,12:39:49:856,
1987,12:39:49:862,
2236,12:39:49:866,
2326,12:39:49:873,
2195,12:39:49:877,
2249,12:39:49:882,
1937,12:39:49:887,
2118,12:39:49:892,
2314,12:39:49:897,
2173,12:39:49:905,
2274,12:39:49:907,
1883,12:39:49:912,
2061,12:39:49:917,
2285,12:39:49:922,
2075,12:39:49:927,
2231,12:39:49:932,
2047,12:39:49:937,
2589,12:39:49:942,
2559,12:39:49:947,
2342,12:39:49:952,
2634,12:39:49:957,
2347,12:39:49:962,
2559,12:39:49:967,
2543,12:39:49:972,
2414,12:39:49:977,
2531,12:39:49:982,
2429,12:39:49:987,
2359,12:39:49:992,
2319,12:39:49:998,
2175,12:39:50:002,
2240,12:39:50:007,
2033,12:39:50:012,
2338,12:39:50:017,
2559,12:39:50:022,
2387,12:39:50:029,
2495,12:39:50:032,
2253,12:39:50:037,
2493,12:39:50:042,
2452,12:39:50:047,
2263,12:39:50:052,
2415,12:39:50:057,
2293,12:39:50:062,
2479,12:39:50:067,
2463,12:39:50:072,
2319,12:39:50:077,
2128,12:39:50:082,
2032,12:39:50:087,
2159,12:39:50:092,
2283,12:39:50:097,
2173,12:39:50:102,
2275,12:39:50:107,
1956,12:39:50:112,
2099,12:39:50:117,
2256,12:39:50:122,
2035,12:39:50:127,
2203,12:39:50:132,
1963,12:39:50:137,
2133,12:39:50:142,
2307,12:39:50:147,
2225,12:39:50:155,
2407,12:39:50:157,
2320,12:39:50:162,
2339,12:39:50:166,
1535,12:39:50:172,
2090,12:39:50:177,
2143,12:39:50:184,
2037,12:39:50:187,
2319,12:39:50:192,
2353,12:39:50:197,
2416,12:39:50:202,
2399,12:39:50:207,
2133,12:39:50:212,
2242,12:39:50:217,
2343,12:39:50:222,
2195,12:39:50:227,
2384,12:39:50:232,
2261,12:39:50:237,
2478,12:39:50:242,
2522,12:39:50:248,
2317,12:39:50:252,
2383,12:39:50:257,
1781,12:39:50:262,
2157,12:39:50:267,
2266,12:39:50:272,
2032,12:39:50:279,
2380,12:39:50:282,
2114,12:39:50:287,
3199,12:39:50:292,
2523,12:39:50:297,
2315,12:39:50:302,
2441,12:39:50:307,
2277,12:39:50:312,
2393,12:39:50:317,
2521,12:39:50:322,
2384,12:39:50:327,
2445,12:39:50:332,
2241,12:39:50:337,
2429,12:39:50:342,
2519,12:39:50:347,
2383,12:39:50:352,
2585,12:39:50:357,
2310,12:39:50:362,
2458,12:39:50:367,
2526,12:39:50:373,
2382,12:39:50:376,
2461,12:39:50:381,
2247,12:39:50:386,
2373,12:39:50:391,
1408,12:39:50:396,
2011,12:39:50:401,
2239,12:39:50:406,
2064,12:39:50:411,
2207,12:39:50:416,
2314,12:39:50:422,
2205,12:39:50:426,
2233,12:39:50:431,
2082,12:39:50:437,
2327,12:39:50:441,
2558,12:39:50:446,
2381,12:39:50:452,
2511,12:39:50:456,
2297,12:39:50:461,
2327,12:39:50:466,
2478,12:39:50:471,
2415,12:39:50:477,
2439,12:39:50:482,
2263,12:39:50:487,
2321,12:39:50:492,
1668,12:39:50:499,
2202,12:39:50:502,
2457,12:39:50:507,
2149,12:39:50:512,
2455,12:39:50:517,
2333,12:39:50:522,
2447,12:39:50:530,
2461,12:39:50:532,
2303,12:39:50:537,
2407,12:39:50:542,
2449,12:39:50:547,
2384,12:39:50:552,
2450,12:39:50:557,
2186,12:39:50:562,
2119,12:39:50:567,
2183,12:39:50:572,
2095,12:39:50:577,
2261,12:39:50:582,
2121,12:39:50:587,
2197,12:39:50:592,
2199,12:39:50:597,
2113,12:39:50:602,
2239,12:39:50:607,
1970,12:39:50:612,
2171,12:39:50:617,
2251,12:39:50:623,
2137,12:39:50:626,
2194,12:39:50:631,
1983,12:39:50:636,
2186,12:39:50:641,
2259,12:39:50:646,
2143,12:39:50:653,
2330,12:39:50:656,
1978,12:39:50:661,
2163,12:39:50:666,
2319,12:39:50:671,
2334,12:39:50:676,
2521,12:39:50:681,
2407,12:39:50:686,
2559,12:39:50:691,
2544,12:39:50:696,
2467,12:39:50:701,
2559,12:39:50:706,
2306,12:39:50:712,
2439,12:39:50:717,
2506,12:39:50:722,
2427,12:39:50:727,
2447,12:39:50:732,
2241,12:39:50:737,
2351,12:39:50:742,
1680,12:39:50:747,
2127,12:39:50:752,
2346,12:39:50:757,
2133,12:39:50:761,
2251,12:39:50:767,
2223,12:39:50:772,
2129,12:39:50:779,
2263,12:39:50:782,
2107,12:39:50:787,
2221,12:39:50:792,
2256,12:39:50:797,
2198,12:39:50:802,
2263,12:39:50:807,
2054,12:39:50:812,
2279,12:39:50:817,
2283,12:39:50:822,
2235,12:39:50:827,
2231,12:39:50:832,
2066,12:39:50:837,
2205,12:39:50:842,
2249,12:39:50:847,
2137,12:39:50:852,
2288,12:39:50:857,
1905,12:39:50:862,
1937,12:39:50:867,
2206,12:39:50:873,
2023,12:39:50:876,
2192,12:39:50:881,
2001,12:39:50:886,
2203,12:39:50:891,
2295,12:39:50:896,
2150,12:39:50:903,
2480,12:39:50:906,
2325,12:39:50:911,
2463,12:39:50:916,
2558,12:39:50:921,
2466,12:39:50:926,
2431,12:39:50:931,
2181,12:39:50:936,
2431,12:39:50:941,
2405,12:39:50:946,
2205,12:39:50:951,
2320,12:39:50:956,
2118,12:39:50:961,
2178,12:39:50:967,
2331,12:39:50:972,
2225,12:39:50:977,
2291,12:39:50:982,
2176,12:39:50:987,
2547,12:39:50:991,
2527,12:39:50:998,
2335,12:39:51:002,
2466,12:39:51:007,
2146,12:39:51:012,
2301,12:39:51:017,
2240,12:39:51:022,
2101,12:39:51:028,
2363,12:39:51:032,
3415,12:39:51:037,
2423,12:39:51:042,
2461,12:39:51:047,
2365,12:39:51:052,
2410,12:39:51:057,
2223,12:39:51:062,
2227,12:39:51:067,
2317,12:39:51:072,
2241,12:39:51:076,
2335,12:39:51:081,
2192,12:39:51:086,
3571,12:39:51:091,
2486,12:39:51:096,
2323,12:39:51:101,
2512,12:39:51:106,
2190,12:39:51:111,
2334,12:39:51:116,
2087,12:39:51:121,
2196,12:39:51:126,
2281,12:39:51:131,
2042,12:39:51:136,
2170,12:39:51:141,
2237,12:39:51:146,
2106,12:39:51:153,
2287,12:39:51:156,
1989,12:39:51:161,
2096,12:39:51:166,
2279,12:39:51:171,
2213,12:39:51:176,
2259,12:39:51:182,
2079,12:39:51:186,
2242,12:39:51:191,
2243,12:39:51:196,
2603,12:39:51:201,
2384,12:39:51:206,
2283,12:39:51:213,
2407,12:39:51:216,
2559,12:39:51:221,
2421,12:39:51:226,
2466,12:39:51:231,
2305,12:39:51:236,
2416,12:39:51:241,
2551,12:39:51:247,
2467,12:39:51:251,
2441,12:39:51:256,
2215,12:39:51:262,
2209,12:39:51:267,
2463,12:39:51:272,
2270,12:39:51:276,
2218,12:39:51:282,
2199,12:39:51:287,
2301,12:39:51:292,
2530,12:39:51:297,
2415,12:39:51:302,
2463,12:39:51:309,
2244,12:39:51:312,
2395,12:39:51:317,
2507,12:39:51:322,
2384,12:39:51:327,
2325,12:39:51:332,
1309,12:39:51:339,
2127,12:39:51:342,
2115,12:39:51:347,
1943,12:39:51:352,
2346,12:39:51:357,
2001,12:39:51:362,
2262,12:39:51:367,
2343,12:39:51:372,
2463,12:39:51:377,
2451,12:39:51:382,
2357,12:39:51:387,
2450,12:39:51:392,
2507,12:39:51:397,
2384,12:39:51:403,
2448,12:39:51:407,
2203,12:39:51:412,
2390,12:39:51:416,
2464,12:39:51:421,
2339,12:39:51:426,
2419,12:39:51:432,
2242,12:39:51:436,
2339,12:39:51:441,
1469,12:39:51:446,
2145,12:39:51:451,
2242,12:39:51:456,
1904,12:39:51:461,
2183,12:39:51:466,
2283,12:39:51:471,
2163,12:39:51:476,
2186,12:39:51:482,
2065,12:39:51:487,
2249,12:39:51:492,
2320,12:39:51:496,
2322,12:39:51:501,
2517,12:39:51:506,
2197,12:39:51:511,
2279,12:39:51:516,
2243,12:39:51:521,
2179,12:39:51:528,
2353,12:39:51:531,
2384,12:39:51:536,
2605,12:39:51:541,
2509,12:39:51:546,
2397,12:39:51:551,
2551,12:39:51:558,
2363,12:39:51:561,
2379,12:39:51:566,
2389,12:39:51:571,
2303,12:39:51:576,
2319,12:39:51:582,
2320,12:39:51:587,
2437,12:39:51:592,
2433,12:39:51:597,
2352,12:39:51:602,
2481,12:39:51:607,
2243,12:39:51:612,
2384,12:39:51:617,
2463,12:39:51:622,
2421,12:39:51:627,
2395,12:39:51:632,
2239,12:39:51:637,
2357,12:39:51:642,
2013,12:39:51:647,
2123,12:39:51:652,
2239,12:39:51:657,
1951,12:39:51:662,
2075,12:39:51:667,
2192,12:39:51:672,
2111,12:39:51:677,
2169,12:39:51:683,
2029,12:39:51:687,
2207,12:39:51:692,
2215,12:39:51:697,
2111,12:39:51:702,
2179,12:39:51:707,
1887,12:39:51:714,
2255,12:39:51:717,
2263,12:39:51:722,
2235,12:39:51:727,
2306,12:39:51:732,
2069,12:39:51:737,
2121,12:39:51:742,
2177,12:39:51:746,
2047,12:39:51:751,
2339,12:39:51:756,
2121,12:39:51:762,
2225,12:39:51:766,
2337,12:39:51:772,
2239,12:39:51:777,
2253,12:39:51:782,
2066,12:39:51:787,
2032,12:39:51:792,
2242,12:39:51:797,
2130,12:39:51:802,
2330,12:39:51:807,
2047,12:39:51:812,
2143,12:39:51:817,
2239,12:39:51:822,
2046,12:39:51:827,
2290,12:39:51:832,
2093,12:39:51:837,
2846,12:39:51:842,
2609,12:39:51:847,
2439,12:39:51:852,
2463,12:39:51:857,
2257,12:39:51:862,
2382,12:39:51:870,
2543,12:39:51:872,
2453,12:39:51:877,
2416,12:39:51:882,
2335,12:39:51:887,
2363,12:39:51:892,
2311,12:39:51:897,
2384,12:39:51:902,
2448,12:39:51:907,
2166,12:39:51:912,
2005,12:39:51:917,
2238,12:39:51:922,
2077,12:39:51:927,
2323,12:39:51:931,
2099,12:39:51:937,
2256,12:39:51:941,
2359,12:39:51:946,
2502,12:39:51:951,
2559,12:39:51:956,
2251,12:39:51:962,
2450,12:39:51:966,
2510,12:39:51:971,
2365,12:39:51:976,
2427,12:39:51:981,
2270,12:39:51:986,
2399,12:39:51:991,
2506,12:39:51:996,
2413,12:39:52:001,
2509,12:39:52:006,
2255,12:39:52:011,
2480,12:39:52:016,
2503,12:39:52:021,
2391,12:39:52:026,
2434,12:39:52:031,
2307,12:39:52:036,
2383,12:39:52:041,
2441,12:39:52:046,
2347,12:39:52:051,
2407,12:39:52:056,
2095,12:39:52:061,
2139,12:39:52:066,
2385,12:39:52:071,
2175,12:39:52:076,
2067,12:39:52:081,
2042,12:39:52:087,
2255,12:39:52:091,
2259,12:39:52:096,
2209,12:39:52:101,
2249,12:39:52:106,
1925,12:39:52:111,
2192,12:39:52:119,
2295,12:39:52:121,
3347,12:39:52:126,
2459,12:39:52:132,
2279,12:39:52:136,
2343,12:39:52:141,
1709,12:39:52:146,
2111,12:39:52:151,
2267,12:39:52:156,
2063,12:39:52:161,
2039,12:39:52:166,
2205,12:39:52:171,
2031,12:39:52:177,
2209,12:39:52:181,
2030,12:39:52:187,
2036,12:39:52:191,
2143,12:39:52:197,
1983,12:39:52:202,
2279,12:39:52:207,
2019,12:39:52:212,
2279,12:39:52:216,
2333,12:39:52:221,
2415,12:39:52:226,
2323,12:39:52:231,
1476,12:39:52:236,
2270,12:39:52:244,
2209,12:39:52:246,
2076,12:39:52:251,
2210,12:39:52:256,
1905,12:39:52:261,
2077,12:39:52:267,
2317,12:39:52:271,
2206,12:39:52:276,
2283,12:39:52:281,
2060,12:39:52:287,
2759,12:39:52:291,
2662,12:39:52:297,
2463,12:39:52:302,
2533,12:39:52:307,
2187,12:39:52:312,
2410,12:39:52:317,
2523,12:39:52:322,
2366,12:39:52:327,
2512,12:39:52:332,
2313,12:39:52:338,
2407,12:39:52:342,
2454,12:39:52:347,
2267,12:39:52:352,
2518,12:39:52:357,
2196,12:39:52:362,
2523,12:39:52:367,
2511,12:39:52:372,
2410,12:39:52:377,
2367,12:39:52:382,
2171,12:39:52:387,
2030,12:39:52:392,
2135,12:39:52:397,
1954,12:39:52:402,
2159,12:39:52:407,
1843,12:39:52:412,
1907,12:39:52:417,
2186,12:39:52:422,
1959,12:39:52:426,
2235,12:39:52:431,
2097,12:39:52:436,
2515,12:39:52:441,
2479,12:39:52:446,
2243,12:39:52:451,
2455,12:39:52:456,
1831,12:39:52:463,
2139,12:39:52:467,
2221,12:39:52:472,
1961,12:39:52:477,
2335,12:39:52:482,
2125,12:39:52:486,
2702,12:39:52:494,
2559,12:39:52:497,
2357,12:39:52:502,
2479,12:39:52:507,
2141,12:39:52:512,
2418,12:39:52:517,
2559,12:39:52:522,
2387,12:39:52:527,
2537,12:39:52:532,
2334,12:39:52:537,
2426,12:39:52:542,
2291,12:39:52:547,
1883,12:39:52:552,
2303,12:39:52:556,
1986,12:39:52:561,
2238,12:39:52:566,
2231,12:39:52:571,
2037,12:39:52:577,
2311,12:39:52:582,
2127,12:39:52:588,
2117,12:39:52:592,
2384,12:39:52:597,
2559,12:39:52:602,
2619,12:39:52:607,
2405,12:39:52:612,
2521,12:39:52:620,
2486,12:39:52:622,
2543,12:39:52:627,
2559,12:39:52:632,
2367,12:39:52:637,
2509,12:39:52:642,
2559,12:39:52:647,
2511,12:39:52:651,
2544,12:39:52:656,
2283,12:39:52:662,
2383,12:39:52:666,
2551,12:39:52:671,
2559,12:39:52:676,
2549,12:39:52:682,
2403,12:39:52:686,
2509,12:39:52:691,
2523,12:39:52:696,
2479,12:39:52:701,
2491,12:39:52:706,
2343,12:39:52:712,
2480,12:39:52:716,
2458,12:39:52:721,
2426,12:39:52:726,
2469,12:39:52:731,
2389,12:39:52:736,
2500,12:39:52:741,
2498,12:39:52:746,
2537,12:39:52:751,
2451,12:39:52:756,
2289,12:39:52:761,
2459,12:39:52:766,
2383,12:39:52:771,
2449,12:39:52:776,
2383,12:39:52:781,
2271,12:39:52:786,
2363,12:39:52:791,
2034,12:39:52:796,
2135,12:39:52:801,
2373,12:39:52:806,
1970,12:39:52:811,
2145,12:39:52:816,
2094,12:39:52:821,
2059,12:39:52:826,
2173,12:39:52:831,
2032,12:39:52:837,
2250,12:39:52:841,
2123,12:39:52:846,
2032,12:39:52:851,
2062,12:39:52:856,
1878,12:39:52:861,
2103,12:39:52:869,
2197,12:39:52:871,
2103,12:39:52:876,
2199,12:39:52:881,
2030,12:39:52:886,
2190,12:39:52:891,
2147,12:39:52:897,
1998,12:39:52:902,
2199,12:39:52:907,
1978,12:39:52:912,
2078,12:39:52:916,
2246,12:39:52:921,
2157,12:39:52:926,
2351,12:39:52:931,
2206,12:39:52:936,
2798,12:39:52:941,
2535,12:39:52:946,
2436,12:39:52:951,
2465,12:39:52:956,
2257,12:39:52:963,
2445,12:39:52:966,
2527,12:39:52:971,
2474,12:39:52:976,
2479,12:39:52:981,
2339,12:39:52:986,
2480,12:39:52:993,
2499,12:39:52:996,
2512,12:39:53:001,
2503,12:39:53:006,
2245,12:39:53:011,
2350,12:39:53:016,
2349,12:39:53:021,
2241,12:39:53:026,
2218,12:39:53:031,
1971,12:39:53:036,
2281,12:39:53:041,
2293,12:39:53:046,
2451,12:39:53:052,
2474,12:39:53:057,
2246,12:39:53:061,
2422,12:39:53:067,
2439,12:39:53:072,
2351,12:39:53:077,
2411,12:39:53:082,
2288,12:39:53:086,
2455,12:39:53:092,
2386,12:39:53:097,
2321,12:39:53:102,
2352,12:39:53:107,
2187,12:39:53:112,
2246,12:39:53:118,
2252,12:39:53:121,
2286,12:39:53:126,
2298,12:39:53:131,
2161,12:39:53:136,
2319,12:39:53:141,
2477,12:39:53:148,
2419,12:39:53:151,
2519,12:39:53:156,
2249,12:39:53:161,
2431,12:39:53:166,
2413,12:39:53:171,
2369,12:39:53:176,
2395,12:39:53:181,
2256,12:39:53:186,
2413,12:39:53:191,
2317,12:39:53:196,
2403,12:39:53:201,
2475,12:39:53:206,
2237,12:39:53:211,
2331,12:39:53:216,
1260,12:39:53:221,
2175,12:39:53:226,
2206,12:39:53:231,
2074,12:39:53:236,
2213,12:39:53:241,
2211,12:39:53:246,
2239,12:39:53:251,
2320,12:39:53:256,
2177,12:39:53:261,
2271,12:39:53:266,
2247,12:39:53:271,
2253,12:39:53:276,
2301,12:39:53:281,
2157,12:39:53:286,
2289,12:39:53:291,
2447,12:39:53:296,
2391,12:39:53:303,
2449,12:39:53:306,
2256,12:39:53:311,
